"deal_id","target_name"
"2998530020","Commercial Bancshares Inc, Upper Sandusky,Ohio"
"1754660020","Commercial Capital Bancorp Inc,Irvine,California"
"1793733020","Commonwealth Telephone Enterprises Inc"
"3298142020","Community 1st Bank,Post Falls,Idaho"
"1756470020","Community Bancshares Inc, Blountsville,Alabama"
"1874364020","Community Bank & Trust Co, Wolfeboro, New Hampshire"
"3091542020","Community Bank of Bergen"
"2807946020","Community Bank of South Florida Inc"
"1863667020","Community Banks Inc, Harrisburg,Pennsylvania"
"1990738020","Community Bankshares Inc"
"2296024020","Community Capital Corp, Greenwood,South Carolina"
"2439262020","Community Financial Corp, Stauton,Virginia"
"2707382020","Community National Bank, Melville,New York"
"1840673020","Compass Bancshares Inc, Birmingham,Alabama"
"3964886020","Computer Services Inc"
"3223977020","Connecticut Water Service Inc"
"2578392020","Consolidated Graphics Inc"
"3304786020","ConvergeOne Holdings Inc"
"2491358020","Copano Energy LLC"
"3741696020","Core-Mark Holding Co Inc"
"3824536020","CorePoint Lodging Inc"
"2668554020","Corgenix Medical Corp"
"2175322020","Cornell Cos Inc"
"3092096020","Cornerstone Bancorp"
"3874080020","Cornerstone Building Brands Inc"
"2412888020","Cost Plus Inc"
"3924987020","Covetrus Inc"
"1955154020","Criticare Systems Inc"
"3638843020","Cubic Corp"
"3924991020","CynergisTek Inc"
"2780511020","Cytec Industries Inc"
"3066664020","DCB Bancshares Inc"
"1989026020","DIC Entertaiment Holdings Inc"
"3412645020","DNB Financial Corp"
"2272754020","Danvers Bancorp Inc,Danvers, Massachusetts"
"3900857020","Datto Holding Corp"
"3165385020","Delanco Bancorp Inc, New"
"2932430020","Delaware Bancshares Inc, Walton,New York"
"1861863020","Desert Community Bank, Victorville,California"
"3175972020","Detrex Corp"
"3721018020","Diamond S Shipping Inc"
"3616318020","DiamondPeak Holdings Corp"
"3597906020","Dime Community Bancshares Inc, Brooklyn,New York"
"2248781020","Dionex Corp"
"3290193020","Dominion Energy Midstream Partners LP"
"3645599020","Driven Deliveries Inc"
"1774469020","Duquesne Light Holdings"
"2453679020","ECB Bancorp Inc,Engelhard, North Carolina"
"2837782020","EI du Pont de Nemours & Co {DuPont}"
"3237523020","ELXSI Corp"
"3519371020","EQM Midstream Partners LP"
"2194769020","EXX Inc"
"1728510020","Earle M Jorgensen Co"
"1868213020","East Penn Financial Corp, Emmaus,PA"
"3051251020","Eastern Virginia Bankshares Inc,Tappahannock,Virginia"
"2353699020","El Paso Corp"
"3401769020","El Paso Electric Co"
"2663270020","El Paso Pipeline Partners LP"
"3120121020","Electrical Geodesics Inc"
"1812489020","Embrex Inc"
"3470181020","Empire Bancorp Inc,Islandia,New York"
"3088265020","Empire Resources Inc"
"2727942020","Emulex Corp"
"3245544020","Enbridge Energy Management LLC"
"3600549020","Entasis Therapeutics Holdings Inc"
"3257636020","Enterprise Bank NJ"
"2217854020","Enterprise GP Holdings LP"
"3164066020","Epicore BioNetworks Inc"
"2508372020","FC Banc Corp,Bucyrus,Ohio"
"1768881020","FCB Bancorp,Camarillo, California"
"3424647020","FFI Holdings PLC"
"3511331020","FGL Holdings"
"1801820020","FMS Financial Corp,Burlington, New Jersey"
"1892455020","FNB Corp,Christianburg, Virginia"
"1843462020","FNB Financial Services Corp, Greensboro,North Carolina"
"2768897020","FNBPA Bancorp Inc"
"3664052020","FS KKR Capital Corp II"
"1906795020","Factory Card Outlet & Party Corp"
"1867966020","Factory Point Bancorp Inc"
"3219697020","Fenix Parts LLC"
"2435490020","Fidelity Bancorp Inc, Pittsburgh,Pennsylvania"
"1780236020","Fidelity Bankshares Inc,West Palm Beach,Florida"
"3228064020","Finish Line Inc"
"3189323020","First BancTrust Corp,Paris, Illinois"
"2965814020","First Century Bankshares Inc,Bluefield,West Virginia"
"1898310020","First Charter Corp,Charlotte, North Carolina"
"2141793020","First Chester County Corp,West Chester,Pennsylvania"
"1838750020","First Coastal Bancshares,El Segundo,California"
"1801107020","First Federal Banc of the Southwest Inc,Roswell,New Mexico"
"1809332020","First Federal Bancshares Inc, Colchester,Illinois"
"3203469020","First Federal of Northern Michigan Bancorp Inc,Alpena, Michigan"
"2630721020","First Financial Service Corp, Elizabethtown,Kentucky"
"1886173020","First Indiana Corp, Indianapolis,Indiana"
"2124480020","First Keystone Financial Inc, Media,Pennsylvania"
"2121406020","First Litchfield Financial Corp,Litchfield,Connecticut"
"2494255020","First M&F Corp,Kosciusko, Mississippi"
"3748440020","First Midwest Bancorp Inc,Chicago,Illinois"
"1893561020","First Mutual Bancshares Inc, Bellevue,Washington"
"2737006020","First Security Group Inc, Chattanooga,Tennessee"
"3113601020","First South Bancorp Inc,Washington,NC"
"2373967020","First Star Bancorp Inc, Bethlehem,Pennsylvania"
"3267896020","First Suffield Financial Inc"
"2421877020","First Trust Bank,Charlotte, North Carolina"
"1814222020","First Valley Bancorp Inc, Bristol,Connecticut"
"3180377020","First West Virginia Bancorp"
"1765844020","FirstBank NW Corp,Clarkston, Washington"
"2558457020","Firstbank Corp,Alma,Michigan"
"2746549020","Focus Business Bank,San Jose,California"
"3098202020","Folsom Lake Bank,Folsom,CA"
"3969179020","Forma Therapeutics Holdings Inc"
"3029940020","Founders Bancorp Inc"
"2755341020","Frisch's Restaurants Inc"
"2282626020","Frontier Oil Corp"
"1730021020","Fulton Bancshares Corp, McConnellsburg,Pennsylvania"
"1876960020","Futura Banc Corp"
"1920844020","GB&T Bancshares Inc, Gainesville,Georgia"
"1765252020","GBC Bancorp Inc,Lawrenceville, Georgia"
"2295553020","GS Financial Corp,Metairie, Louisiana"
"2071679020","Georgia Gulf Corp"
"3433781020","Gold Coast Bancorp Inc"
"3782432020","Golden Nugget Online Gaming Inc"
"1757869020","Golden West Financial Corp, Oakland,California"
"3212326020","Grandpoint Capital Inc"
"2547465020","Great Florida Bank,Miami,FL"
"1904006020","Great Lakes Bancorp Inc, Buffalo,New York"
"1887655020","Great Pee Dee Bancorp Inc, Cheraw,South Carolina"
"1864876020","Greater Bay Bancorp,Palo Alto, California"
"1962226020","Greater Community Bancorp, Totowa,New Jersey"
"3266523020","Greater Hudson Bank"
"3799747020","Greensky Inc"
"2761168020","HCC Insurance Holdings Inc"
"2496110020","HJ Heinz Co"
"2691845020","Hampden Bancorp Inc, Springfield,Massachusetts"
"2363289020","Hampshire First Bank, Manchester,New Hampshire"
"1775897020","Harbor Florida Bancshares Inc, Fort Pierce,Florida"
"2094065020","Harleysville National Corp, Harleysville,Pennsylvania"
"3035285020","Harman International Industries Inc"
"1798416020","Harrah's Entertainment Inc"
"3738295020","Harvest Health & Recreation Inc"
"2148850020","Health Fitness Corp"
"2387471020","Heartland Bancshares Inc, Franklin,Indiana"
"3491734020","Hemacare Corp"
"2315742020","Herald National Bank"
"2009905020","Herley Industries Inc"
"2201063020","Hewitt Associates LLC"
"3849341020","Hexion Holdings Corp"
"2052527020","Hifn Inc"
"2820481020","High Point Bank Corp"
"2527937020","Hilltop Community Bancorp Inc, Summit,New Jersey"
"1827951020","Homestead Bancorp Inc, Ponchatoula,Louisiana"
"2794944020","Hopewell Valley Community Bank"
"2502513020","Hot Topic Inc"
"2692277020","Hudson Valley Holding Corp, Yonkers,New York"
"1839151020","Hydril Co LP"
"2116673020","I-Flow Corp"
"1935240020","IBT Bancorp Inc,Irwin, Pennsylvania"
"1836891020","ICNB Financial Corp"
"3142712020","IXYS Corp"
"3298138020","Idaho Independent Bank,Boise, Idaho"
"2410370020","Imperial Sugar Co"
"2688079020","Independence Bank,Newport Beach,Califonia"
"3072587020","Independent Alliance Banks Inc"
"2951455020","Indiana Business Bancorp"
"2209636020","Inergy Holdings LP"
"3953827020","Infrastructure & Energy Alternatives Inc"
"2309478020","Integral Systems Inc"
"2631944020","Integrated Memory Logic Ltd"
"1752658020","Interchange Financial Services Corp,Saddle Brook,New Jersey"
"2666106020","International Rectifier Corp"
"1786711020","Internet Security Systems Inc"
"1952963020","Iron & Glass Bancorp Inc, Pittsburgh,Pennsylvania"
"2427645020","J Alexander's Corp"
"3767088020","J Alexanders Holdings Inc"
"2807155020","Jacksonville Bancorp Inc,Jacksonville,FL"
"1823672020","John H Harland Co"
"1874787020","John Hancock Patriot Global Dividend Fund"
"1903538020","KNBT Bancorp Inc,Bethlehem, Pennsylvania"
"2391203020","Kenneth Cole Productions Inc"
"3692170020","Kentucky Bancshares Inc,Paris,Kentucky"
"1883353020","Komag Inc"
"3720882020","KushCo Holdings Inc"
"1841406020","LESCO Inc"
"2744790020","LRR Energy LP"
"2202299020","LSB Corp,North Andover, Massachusetts"
"2932443020","LaPorte Bancorp Inc,Laporte, Indiana"
"1842599020","Landmark National Bank,Solana Beach,California"
"1765766020","Laserscope Inc"
"1799949020","Legacy Bank NA,Campbell, California"
"3416138020","LegacyTexas Financial Group Inc,Plano,Texas"
"3130244020","Liberty Bell Bank,Marlton,New Jersey"
"3679768020","Liberty Health Sciences Inc"
"3418143020","Lighthouse Bank"
"2009139020","Lincoln Bancorp,Plainfield, Indiana"
"2988067020","Linear Technology Corp"
"3047419020","Lionbridge Technologies Inc"
"1848423020","Loring Ward International Ltd"
"2461016020","Luzerne National Bank Corp"
"3759141020","Lydall Inc"
"1894867020","LyndonBank,Lyndonville,Vermont"
"1863676020","MAF Bancorp Inc,Clarendon Hills,Illinois"
"1941224020","MFB Corp,Mishawaka,Indiana"
"3489729020","MNB Corp"
"3850265020","MPB BHC Inc"
"3287171020","MPM Holding Inc"
"2097958020","MTS Medication Technologies Inc"
"2232945020","Madison National Bancorp Inc"
"1795190020","Main Street Trust Inc, Champaign,Illinois"
"3131285020","MainSource Financial Group Inc"
"3610350020","Majesco Inc"
"3884563020","Mandiant Inc"
"2775463020","MarkWest Energy Partners LP"
"2250967020","Marshall & Ilsley Corp, Milwaukee,Wisconsin"
"1973107020","Max & Erma's Restaurants Inc"
"1975187020","Maxim Crane Works Holdings Inc"
"3824126020","McAfee Corp"
"2474194020","McMoRan Exploration Co"
"2679062020","Mechanics Bank of Richmond,Richmond,California"
"1861079020","MedImmune Inc"
"2805553020","Media General Inc(WAS 650151)"
"1817631020","Mellon Financial Corp, Pittsburgh,Pennsylvania"
"2031349020","Mentor Corp"
"1800138020","Mercantile Bankshares Corp, Baltimore,Maryland"
"1886680020","Merchants & Manufacturers Bancorp Inc,Brookfield, Wisconsin"
"3021514020","Merchants Bancshares Inc,Burlington,Vermont"
"3731931020","Meridian Bancorp Inc,Peabody,Massachusetts"
"1831882020","Merrill Merchants Bancshares Inc,Bangor,Maine"
"2788075020","Metro Bancorp Inc,Harrisburg,Pennsylvania"
"1784785020","Micro Linear Corp"
"1808091020","Mid-State Bancshares,Arroya Grande,California"
"3064773020","Midcoast Energy Partners LP"
"2227482020","Monroe Bancorp,Bloomington, Indiana"
"3620857020","Montage Resources Corp"
"2624380020","Morgan's Foods Inc"
"2290506020","Morton's Restaurant Group Inc"
"2672104020","Multimedia Games Holding Co Inc"
"3419921020","NRC Group Holdings Corp"
"2230616020","NSTAR Inc"
"2719187020","National Bancshares Corp"
"1960888020","National City Corp,Cleveland, Ohio"
"2170916020","National Dentex Corp"
"2791831020","National Penn Bancshares Inc, Boyertown,Pennsylvania"
"2558745020","National Technical Systems Inc"
"3894888020","Neenah Inc"
"1887116020","New Brunswick Scientific Co"
"2420687020","New England Bancshares Inc, Enfield,Connecticut"
"2212623020","NewAlliance Bancshares Inc, New Haven,Connecticut"
"1755136020","NewMil Bancorp,New Milford, Connecticut"
"1883359020","NewWest Gold Corp"
"3305183020","Newfield Exploration Co"
"2501888020","Newport Bancorp Inc,Newport, Rhode Island"
"2535180020","NorCal Community Bancorp, Alameda,California"
"2396386020","North Central Bancshares Inc, Fort Dodge,Iowa"
"1742254020","North Fork Bancorp Inc, Melville,New York"
"3491036020","North State Telecommunications Corp"
"2171069020","Northeast Bancorp"
"1793775020","Northern Empire Bancshares, Santa Rosa,California"
"1731085020","Northern Savings & Loan Co, Elyria,Ohio"
"3253224020","Northern States Financial  Corp"
"3238412020","Northwest Bancorp Inc,Spokane,WA"
"3134205020","Numerex Corp"
"3319041020","NutriSystem Inc"
"2385983020","O'Charley's Inc"
"2145076020","Oak Financial Corp,Byron Center,Michigan"
"1890167020","Oak Hill Financial Inc, Jackson,Ohio"
"3698492020","Ohana Pacific Bank"
"1788268020","Old Florida Bankshares Inc, Fort Meyers,Florida"
"1923084020","Omega Financial Corp,State College,Pennsylvania"
"1766194020","Onyx Software Corp"
"2289270020","Orange Community Bancorp, Orange,California"
"2805814020","Orange County Business Bank"
"2632446020","Orbital Sciences Corp"
"3851185020","Ortho Clinical Diagnostics Holdings PLC"
"3330779020","OurPet's Co"
"3818423020","PAE Inc"
"2410361020","PF Chang's China Bistro Inc"
"3728332020","PPD Inc"
"1788584020","PSB Bancorp Inc,Philadelphia, Pennsylvania"
"2574801020","PVR Partners LP"
"2395921020","Pacific Capital Bancorp,Santa Barbara,California"
"2179093020","Pacific Capital Bancorp,Santa Barbara,California"
"3219914020","Pacific Commerce Bancorp"
"3795957020","Pacific Enterprise Bancorp"
"3715595020","Pacific Mercantile Bancorp, Costa Mesa,California"
"3702371020","Pandion Therapeutics Inc"
"1906508020","Par Pharmaceutical Cos Inc"
"3097435020","Park Sterling Corp,Charlotte,NC"
"2452981020","Patriot State Bank,Fuquay- Varina,North Carolina"
"1911170020","Pavilion Bancorp Inc,Adrian, Michigan"
"1791749020","Peach Holdings Inc"
"2435861020","Peet's Coffee & Tea Inc"
"2222152020","Penn Virginia GP Holdings LP"
"1869938020","Peoples BancTrust Co Inc, Selma,Alabama"
"2373085020","Peoples Bancorp Inc,Easley, South Carolina"
"2726347020","Peoples Bancorp,Auburn,Indiana"
"3441453020","Peoples Bankshares Inc,Montross,Virginia"
"3641963020","Perceptron Inc"
"2593060020","Performance Technologies Inc"
"3737451020","Perpetual Federal Savings Bank,Urbana,Ohio"
"3691360020","Perspecta Inc"
"1997957020","Philadelphia Consolidated Holdings Corp"
"2806214020","Phoenix Cos Inc"
"3957273020","Ping Identity Holding Corp"
"1869473020","Pioneer Cos Inc"
"3632052020","Pivot Technology Solutions Inc"
"1728815020","Pixar Inc"
"1828829020","Placer Sierra Bancshares, Sacramento,California"
"3137081020","Plaza Bancorp"
"3672596020","Pluralsight Inc"
"1780328020","Pocahontas Bancorp Inc, Pocahontas,Arkansas"
"3502739020","Pope Resources LP"
"1749691020","Port City Capital Bank Wilmington,North Carolina"
"1801316020","Potomac Bank of Virginia, Fairfax,Virginia"
"2369948020","Premier Commercial Bancorp, Anaheim,California"
"1834697020","Premier Community Bankshares Inc,Winchester,Virginia"
"3719459020","Premier Financial Bancorp Inc, Huntington,West Virginia"
"2757229020","Premier Valley Bank,Fresno, California"
"2463708020","PremierWest Bancorp,Medford, Oregon"
"3394043020","Presidio Bank,San Francisco,CA"
"2444291020","Presstek LLC"
"3673496020","Prevail Therapeutics Inc"
"2851329020","ProAmerica Bank"
"3830299020","ProPhotonix Ltd"
"3698747020","Protective Insurance Corp"
"2994881020","Providence & Worcester Railroad Co"
"2036860020","Provident Bankshares Corp, Baltimore,Maryland"
"3132719020","Puget Sound Bancorp,Bellevue,Washington"
"2854998020","Pulaski Financial Corp,St Louis,Missouri"
"3550838020","Purecircle Ltd"
"3571095020","Quintana Energy Services Inc"
"2405728020","RF Monolithics Inc"
"2566108020","RG Barry Corp"
"1752579020","RSV Bancorp Inc,Pittsburgh, Pennsylvania"
"1908250020","RTW Inc"
"2435722020","RailAmerica Inc"
"1812367020","RailAmerica Inc"
"3919987020","Rattler Midstream Partners LP"
"3831012020","Razer Inc"
"3919111020","Redbox Entertainment Inc"
"1808478020","Reinhold Industries Inc"
"3772000020","Reliant Bancorp Inc"
"3976941020","Renovacor Inc"
"2789912020","Rentech Nitrogen Partners LP"
"1782539020","Republic Cos Group Inc"
"2211635020","ResCare Inc"
"3689618020","Reshape Lifesciences Inc"
"3459736020","Revere Bank"
"1959552020","River City Bank, Mechanicsville,Virginia"
"3388567020","Roan Resources Inc"
"2563518020","Rochester Medical Corp"
"2229088020","Rome Bancorp Inc,Rome,New York"
"3956327020","Romeo Power Inc"
"1788416020","Rotonics Manufacturing Inc"
"3296591020","Rowan Cos PLC"
"2182009020","Rubio's Restaurant Inc"
"1779287020","Ryan's Restaurant Group Inc"
"2332115020","S1 Corp"
"3525553020","SB One Bancorp"
"3368114020","SBT Bancorp Inc,Simsbury,Connecticut"
"3839771020","SLR Senior Investment Corp"
"3870084020","SOC Telemed Inc"
"2663507020","SSP Offshore Inc"
"1954361020","SYS Technologies Inc"
"1782982020","Salomon Brothers Inflation Management Fund"
"1885394020","Samsonite Corp"
"1758927020","San Diego Community Bank, Chula Vista,California"
"2502163020","San Diego Trust Bank"
"2440479020","Savannah Bancorp Inc,Savannah, Georgia"
"3624439020","Seacoast Commerce Banc Holdings"
"2807128020","Security California Bancorp, Riverside,California"
"3782717020","Select Interior Concepts Inc"
"2104893020","Sepracor Inc"
"1886161020","Sequa Corp"
"1981939020","Service 1st Bancorp,Stockton, California"
"3419948020","Shore Community Bank,TomsRiver,NJ"
"1941680020","Shore Financial Corp,Onley, Virginia"
"3374161020","Sierra Monitor Corp"
"2680104020","Simplicity Bancorp Inc (WAS 483056)"
"2662702020","Siuslaw Financial Group Inc"
"1823866020","Sky Financial Group Inc, Bowling Green,Ohio"
"3664650020","Slack Technologies Inc"
"1913855020","Slades Ferry Bancorp,Somerset ,Massachusetts"
"1841425020","Smart & Final Inc"
"3416224020","Sotheby's"
"3071666020","Sound Banking Co"
"1734721020","Sound Federal Bancorp Inc, White Plains,New York"
"2791404020","Southcoast Financial Corp, Mount Pleasant,South Carolina"
"2400488020","Southern Community Financial Corp,Winston-Salem,North Carolina"
"2487989020","Southern Connecticut Bancorp Inc,New Haven,Connecticut"
"2352087020","Southwall Technologies Inc"
"3049059020","Southwest Bancorp Inc, Stillwater,Oklahoma"
"1736256020","Southwest Community Bancorp, Encinitas,California"
"3834296020","Spirit of Texas Bancshares Inc"
"1729450020","Sports Authority Inc"
"1901165020","Stamford Bank Corp,Stamford, New York"
"3486205020","Standard Diversified Inc"
"2747950020","Starwood Hotels & Resorts Worldwide Inc"
"3137093020","Starwood Waypoint Homes"
"2304827020","State Bancorp Inc,New Hyde Park,New York"
"3462932020","State Bank Corp,Lake Havasu City,Arizona"
"1767748020","State National Bancshares Inc, Forth Worth,Texas"
"3131625020","State National Cos Inc"
"2345042020","Stellar Business Bank"
"2564939020","Sterling Financial Corp"
"1889691020","Sterling Financial Corp, Lancaster, Pennsylvania"
"1733468020","SterlingSouth Bank & Trust Co, Greensboro,North Carolina"
"3046644020","Stillwater Mining Co"
"3328323020","Stira Alcentra Global Credit Fund"
"1794398020","Summit Bank Corp,Atlanta, Georgia"
"3121972020","Sun Bancorp Inc,Vineland,New Jersey"
"3777482020","Suncrest Bank,Visalia,California"
"3187102020","Sunshine Financial Inc,Tallahassee,FL"
"2301120020","Synthes Inc"
"2643901020","TF Financial Corp,Newtown,Pennsylvania"
"3087888020","TRC Cos Inc"
"1901540020","TSB Financial Corp,Charlotte, North Carolina"
"1842923020","TXU Corp"
"3708768020","Talend Inc"
"3445980020","Tallgrass Energy LP"
"2601191020","Teche Holding Co,New Iberia, Louisiana"
"3492981020","Telaria Inc"
"1861261020","Terayon Communication Systems Inc"
"3845751020","Terminix Global Holdings Inc"
"1767774020","Texas Regional Bancshares Inc, McAllen,Texas"
"1777931020","Texas United Bancshares Inc, La Grange,Texas"
"2920809020","The ADT Corp"
"2571480020","The Active Network Inc"
"3143375020","The Advisory Board Co"
"3701117020","The Bank Of Fincastle,Fincastle,Virginia"
"2123808020","The Black & Decker Corp"
"2406144020","The Edelman Financial Group Inc"
"3667230020","The Goldfield Corp"
"2536681020","The Jones Group Inc"
"3384535020","The KEYW Holding Corp"
"3480809020","The Medicines Co"
"3492834020","The Meet Group Inc"
"3704885020","The Michaels Cos Inc"
"3279590020","The Navigators Group Inc"
"1788028020","The Oilgear Co"
"2834870020","The PEP Boys-Manny Moe & Jack Inc"
"2437828020","The Shaw Group Inc"
"2184051020","The South Financial Group Inc"
"2415027020","The Taiwan Fund Inc"
"2318317020","The Timberland Co"
"1968683020","The TriZetto Group Inc"
"2980902020","The WhiteWave Foods Co"
"2227049020","Thermadyne Holdings Corp"
"2283147020","Tollgrade Communications Inc"
"1968313020","TouchStone Software Corp"
"2565369020","Tower Financial Corporation"
"1853541020","Town Center Bancorp,Portland, Oregon"
"3313364020","TransMontaigne Partners LP"
"3779748020","Translate Bio Inc"
"3733265020","Tremont Mortgage Trust"
"3191428020","Tsc Group Holdings Ltd"
"3899421020","Tufin Software Technologies Ltd"
"3929024020","Turning Point Therapeutics Inc"
"3939375020","US Well Services Inc"
"1892696020","USB Holding Co Inc,Orangeburg, New York"
"2503556020","Union Bancorp Inc"
"1897620020","Union Bankshares Co,Ellsworth, Maine"
"3202621020","United American Bank,San Mateo,CA"
"2872441020","United American Savings Bank,Pittsburgh, Pennsylvania"
"3223387020","United Community Bancorp,Lawrenceburg,IN"
"2564799020","United Financial Banking Cos Inc"
"1809467020","United Financial Corp,Great Falls,Montana"
"1912462020","United Industrial Corp"
"1904377020","United Retail Group Inc"
"3320247020","Uniti Financial Corp"
"1764894020","Vail Banks Inc,Vail,Colorado"
"2696691020","Valley Financial Corp,Roanoke, Virginia"
"3779129020","Valley Republic Bancorp"
"1791925020","Vernon Bank Corp"
"3904087020","Vidler Water Resources Inc"
"3692896020","Viela Bio Inc"
"3783566020","Vine Energy Inc"
"3506497020","Virginia Bank Bankshares Inc"
"2644401020","Virginia Heritage Bank"
"3324094020","Virginia Partners Bank"
"2492128020","WMS Industries Inc"
"3657915020","WR Grace & Co"
"2017370020","Wachovia Corp,Charlotte,North Carolina"
"2197265020","Wainwright Bank & Trust Co"
"2463860020","Warnaco Group Inc"
"2649004020","WaterFurnace Renewable Energy Inc"
"3917087020","Watermark Lodging Trust Inc"
"3728695020","Weingarten Realty Investors"
"1879131020","Wendy's International Inc"
"2443308020","Western Liberty Bancorp,Las Vegas,Nevada"
"1734380020","Western Sierra Bancorp,Cameron Park,California"
"2252618020","Whitney Holding Corp,New Orleans,Louisiana"
