"deal_id","target_name","target_cik","cik_match_method"
"1794725020","Centracore Properties Trust","0001056218","cleaned"
"3504555020","Central Federal Bancshares Inc","0001651987","cleaned"
"1841755020","Central Parking Corp","0000949298","cleaned"
"2321860020","Central Vermont Public Service Corp","0000018808","cleaned"
"3723343020","Century Bancorp Inc","0000812348","cleaned"
"2289646020","Century Mining Corp","0001340878","cleaned"
"2305216020","Cephalon Inc","0000873364","cleaned"
"2455742020","Ceradyne Inc","0000018937","cleaned"
"1756459020","Ceres Group Inc","0000215403","cleaned"
"1872425020","Ceridian Corp","0000109758","cleaned"
"1742469020","Chaparral Resources Inc","0000019252","cleaned"
"2410711020","Charming Shoppes Inc","0000019353","cleaned"
"2139800020","Chattem Inc","0000019520","cleaned"
"1894576020","CheckFree Corp","0000831516","cleaned"
"3911215020","Checkmate Pharmaceuticals Inc","0001651431","cleaned"
"2928488020","Checkpoint Systems Inc","0000215419","cleaned"
"2635283020","Chelsea Therapeutics International Ltd","0001333763","cleaned"
"3009853020","Chemtura Corp","0001091862","cleaned"
"2014996020","Cherokee International Corp","0001090069","cleaned"
"3388213020","Chesapeake Lodging Trust","0001473078","cleaned"
"2942282020","Chicopee Bancorp Inc","0001355786","cleaned"
"2610467020","Chindex International Inc","0000922717","cleaned"
"2663749020","Chiquita Brands International Inc","0000101063","cleaned"
"3422271020","Choice Bancorp Inc","0001487623","cleaned"
"1954295020","ChoicePoint Inc","0001040596","cleaned"
"2164370020","Chordiant Software Inc","0001042134","cleaned"
"2770926020","Chubb Corp","0000020171","cleaned"
"2697047020","ChyronHego Corp","0000020232","cleaned"
"3744148020","Cimarex Energy Co","0001168054","cleaned"
"3506834020","Cincinnati Bell Inc","0000716133","cleaned"
"3360468020","Cision Ltd","0001701040","cleaned"
"2251196020","Citadel Broadcasting Corp","0001174527","cleaned"
"3352756020","Citizens First Corp","0001073475","cleaned"
"3378680020","Citrix Systems Inc","0000877890","cleaned"
"2717656020","City National Corp","0000201461","cleaned"
"1849479020","City Savings Financial Corp","0001159404","cleaned"
"1834117020","Civitas BankGroup Inc","0001092099","cleaned"
"3296542020","Civitas Solutions Inc","0001608638","cleaned"
"3412058020","Clarkston Financial Corp","0001068366","cleaned"
"1932411020","Claymont Steel Holdings Inc","0001371455","cleaned"
"1805812020","Clear Channel Communications Inc","0000739708","cleaned"
"1789604020","Click Commerce Inc","0001107050","cleaned"
"3171036020","Clifton Bancorp Inc","0001592329","cleaned"
"2282703020","Clinical Data Inc","0000716646","cleaned"
"3748100020","Cloudera Inc","0001535379","cleaned"
"3060624020","ClubCorp Holdings Inc","0001577095","cleaned"
"3256629020","CoBiz Financial Inc","0001028734","cleaned"
"1813831020","CoTherix Inc","0001138812","cleaned"
"2774878020","Coast Distribution System Inc","0000728303","cleaned"
"1895265020","Coast Financial Holdings Inc","0001262276","cleaned"
"2567328020","Coastal Energy Co","0001457064","cleaned"
"3223636020","Coastway Bancorp Inc","0001585023","cleaned"
"2668564020","Cobra Electronics Corp","0000030828","cleaned"
"2375042020","Cogdell Spencer Inc","0001332896","cleaned"
"2215357020","Cogent Inc","0001289434","cleaned"
"3697628020","Coherent Inc","0000021510","cleaned"
"1929982020","Cohesant Technologies Inc","0000928420","cleaned"
"1878341020","Coinmach Service Corp","0001282858","cleaned"
"2577956020","Cole Real Estate Investments Inc","0001425923","cleaned"
"2580127020","Coleman Cable Inc","0001323653","cleaned"
"1955559020","CollaGenex Pharmaceuticals Inc","0001012270","cleaned"
"2382542020","Collective Brands Inc","0001060232","cleaned"
"2056401020","Collectors Universe Inc","0001089143","cleaned"
"1796689020","Collins Industries Inc","0000021759","cleaned"
"2673579020","Colonial Financial Services Inc","0001485527","cleaned"
"2966668020","Colony Capital Inc","0001467076","cleaned"
"1879398020","Color Kinetics Inc","0001048611","cleaned"
"1809321020","Columbia Equity Trust Inc","0001316710","cleaned"
"1998353020","Columbia Financial Corp","0000717425","cleaned"
"2932395020","Columbia Pipeline Group Inc","0001629995","cleaned"
"3010357020","Columbia Pipeline Partners LP","0001420783","cleaned"
"3795096020","Columbia Property Trust Inc","0001252849","cleaned"
"2232605020","CommScope Inc","0001035884","cleaned"
"3290694020","Command Security Corp","0000864509","cleaned"
"2373264020","CommerceFirst Bancorp Inc","0001098813","cleaned"
"3220180020","CommerceHub Inc","0001665658","cleaned"
"1760482020","Community Bancorp Inc","0001089503","cleaned"
"3749742020","Community Bankers Trust Corp","0001323648","cleaned"
"2722710020","Community Southern Holdings Inc","0001482219","cleaned"
"2822873020","CommunityOne Bancorp","0000764811","cleaned"
"2240767020","Compellent Technologies Inc","0001253955","cleaned"
"2450878020","Complete Genomics Inc","0001361103","cleaned"
"1895830020","CompuDyne Corp","0000022912","cleaned"
"2501560020","Compuware Corp","0000859014","cleaned"
"2799118020","Con-way Inc","0000023675","cleaned"
"2516972020","Conceptus Inc","0000896778","cleaned"
"1770387020","Concorde Career Colleges Inc","0000832483","cleaned"
"2278764020","Conexant Systems Inc","0001069353","cleaned"
"2433903020","Conmed Healthcare Management Inc","0000943324","cleaned"
"1804461020","Connetics Corp","0001004960","cleaned"
"1813328020","Conor Medsystems Inc","0001108271","cleaned"
"2816438020","Constant Contact Inc","0001405277","cleaned"
"2229022020","Constellation Energy Group Inc","0001004440","cleaned"
"3748909020","Constellation Pharmaceuticals Inc","0001434418","cleaned"
"3475925020","Continental Building Products Inc","0001592480","cleaned"
"2322903020","Continucare Corp","0000803352","cleaned"
"3258295020","Convergys Corp","0001062047","cleaned"
"2673763020","Conversant Inc","0001080034","cleaned"
"3700733020","Cooper Tire & Rubber Co","0000024491","cleaned"
"2961787020","Cordia Bancorp Inc","0001466292","cleaned"
"3830696020","CoreSite Realty Corp","0001490892","cleaned"
"3694551020","Corelogic Inc","0000036047","cleaned"
"1840037020","Corillian Corp","0001041403","cleaned"
"3439275020","Corindus Vascular Robotics Inc","0001528557","cleaned"
"3298136020","Corium International Inc","0001594337","cleaned"
"3781415020","Cornerstone OnDemand Inc","0001401680","cleaned"
"3686842020","Corning Natural Gas Holding Corp","0001582244","cleaned"
"3269599020","Corporate Capital Trust Inc","0001494538","cleaned"
"3761013020","Cortland Bancorp Inc","0000774569","cleaned"
"1900631020","Cost-U-Less Inc","0000851368","cleaned"
"2582793020","Costa Inc","0000025793","cleaned"
"3257106020","Cotiviti Holdings Inc","0001657197","cleaned"
"1942146020","Countrywide Financial Corp","0000025191","cleaned"
"3760870020","County Bancorp Inc","0001470205","cleaned"
"3370530020","County Bank Corp","0000830480","cleaned"
"2722650020","Courier Corp","0000025212","cleaned"
"1919176020","Covad Communications Group Inc","0001043769","cleaned"
"2691363020","Covance Inc","0001023131","cleaned"
"1862451020","Covansys Corp","0001028461","cleaned"
"3771541020","Covanta Holding Corp","0000225648","cleaned"
"2443150020","Coventry Health Care Inc","0001054833","cleaned"
"3111378020","Covisint Corp","0001563699","cleaned"
"3476467020","Craft Brew Alliance Inc","0000892222","cleaned"
"2352049020","Craftmade International Inc","0000856250","cleaned"
"3394245020","Cray Inc","0000949158","cleaned"
"2467253020","CreXus Investment Corp","0001467027","cleaned"
"1989389020","Credence Systems Corp","0000893162","cleaned"
"2421499020","Credo Petroleum Corp","0000277924","cleaned"
"2283901020","Crescent Financial Corp","0001143921","cleaned"
"1870125020","Crescent Real Estate Equities Co","0000918958","cleaned"
"2517492020","Crimson Exploration Inc","0000813779","cleaned"
"2577304020","Crosstex Energy Inc","0001209821","cleaned"
"3212611020","Crystal Rock Holdings Inc","0001123316","cleaned"
"2703228020","Cubist Pharmaceuticals Inc","0000912183","cleaned"
"2948219020","Cvent Inc","0001122897","cleaned"
"2748960020","Cyan Inc","0001391636","cleaned"
"2176130020","CyberSource Corp","0000934280","cleaned"
"3959200020","Cyberoptics Corp","0000768411","cleaned"
"2459948020","Cymer Inc","0000897067","cleaned"
"3070009020","Cynosure Inc","0000885306","cleaned"
"2203326020","Cypress Bioscience Inc","0000716054","cleaned"
"3401557020","Cypress Semiconductor Corp","0000743669","cleaned"
"3443262020","CyrusOne Inc","0001553023","cleaned"
"1869224020","Cytyc Corp","0000849778","cleaned"
"2072292020","D&E Communications Inc","0001011737","cleaned"
"3013666020","DCB Financial Corp","0001025877","cleaned"
"3239737020","DCT Industrial Trust Inc","0001170991","cleaned"
"2403371020","DDi Corp","0001104252","cleaned"
"2309050020","DEI Holdings Inc","0001323630","cleaned"
"2625119020","DFC Global Corp","0001271625","cleaned"
"1888175020","DJO Inc","0001157972","cleaned"
"2302205020","DPL Inc","0000787250","cleaned"
"1976738020","DRS Technologies Inc","0000028630","cleaned"
"3201174020","DST Systems Inc","0000714603","cleaned"
"3007790020","DTS Inc","0001226308","cleaned"
"2466410020","DUSA Pharmaceuticals Inc","0000879993","cleaned"
"1891717020","Dade Behring Holdings Inc","0001183920","cleaned"
"2810464020","Daegis Inc","0000880562","cleaned"
"1991943020","Darwin Professional Underwriters Inc","0001355795","cleaned"
"3032635020","Datalink Corp","0001056923","cleaned"
"2012484020","Datascope Corp","0000027096","cleaned"
"1726048020","Datastream Systems Inc","0000938481","cleaned"
"3308496020","Datawatch Corp","0000792130","cleaned"
"2762949020","DealerTrack Technologies Inc","0001333513","cleaned"
"1892719020","Deb Shops Inc","0000715779","cleaned"
"3419950020","Del Frisco's Restaurant Group LLC","0001415301","cleaned"
"2240841020","Del Monte Foods Co","0000866873","cleaned"
"3841873020","Del Taco Restaurants Inc","0001585583","cleaned"
"2487615020","Dell Inc","0000826083","cleaned"
"3590047020","Delmarva Bancshares Inc","0001539496","cleaned"
"1784780020","Delta & Pine Land Co","0000902277","cleaned"
"3072510020","Delta Natural Gas Co Inc","0000277375","cleaned"
"2434802020","Deltek Inc","0001029299","cleaned"
"3166767020","Deltic Timber Corp","0001022469","cleaned"
"2965642020","Demandware Inc","0001301031","cleaned"
"1844877020","Dendrite International Inc","0000880321","cleaned"
"3500732020","Dermira Inc","0001557883","cleaned"
"1755605020","Diagnostic Products Corp","0000702259","cleaned"
"2684964020","Dialogic Inc","0001366649","cleaned"
"2173947020","Dialysis Corp of America","0000201653","cleaned"
"2813860020","Diamond Foods Inc","0001320947","cleaned"
"2213852020","Diamond Management & Technology Consultants Inc","0000924940","cleaned"
"2978306020","Diamond Resorts International Inc","0001566897","cleaned"
"3832761020","Dicerna Pharmaceuticals Inc","0001399529","cleaned"
"2130447020","Diedrich Coffee Inc","0000947661","cleaned"
"1873513020","Digene Corp","0001011582","cleaned"
"2637619020","Digital Cinema Destinations Corp","0001510326","cleaned"
"2029700020","Digital Fusion Inc","0001123451","cleaned"
"1816844020","Digital Insight Corp","0001037275","cleaned"
"2118413020","Digital Lightwave Inc","0001016100","cleaned"
"2688759020","Digital River Inc","0000930049","cleaned"
"2920508020","Diligent Corp","0001433269","cleaned"
"3151720020","Dimension Therapeutics Inc","0001592288","cleaned"
"3452949020","Diplomat Pharmacy Inc","0001610092","cleaned"
"2633051020","DirecTV Inc","0001237918","cleaned"
"1818106020","Direct General Corp","0001023031","cleaned"
"2055727020","Discovery Bancorp","0001313868","cleaned"
"2451391020","Ditech Networks Inc","0001080667","cleaned"
"2188803020","DivX Inc","0001342960","cleaned"
"3791311020","Diversicare Healthcare Services Inc","0000919956","cleaned"
"3475828020","Diversified Restaurant Holdings Inc","0001394156","cleaned"
"1884020020","Dobson Communications Corp","0001035985","cleaned"
"1818335020","DocuCorp International Inc","0001033864","cleaned"
"1938717020","Document Sciences Corp","0001016831","cleaned"
"2529039020","Dole Food Co Inc","0000018169","cleaned"
"1847431020","Dollar General Corp","0000029534","cleaned"
"2444725020","Dollar Thrifty Automotive Group Inc","0001049108","cleaned"
"3736841020","Domtar Corp","0001381531","cleaned"
"2792182020","Dot Hill Systems Corp","0001042783","cleaned"
"2173071020","Double-Take Software Inc","0001370314","cleaned"
"3460636020","Dova Pharmaceuticals Inc","0001685071","cleaned"
"3828691020","Dover Motorsports Inc","0001017673","cleaned"
"2743341020","Dover Saddlery Inc","0001071625","cleaned"
"1863671020","Dow Jones & Co Inc","0000029924","cleaned"
"3207238020","Dr Pepper Snapple Group Inc","0001418135","cleaned"
"2951486020","DreamWorks Animation SKG Inc","0001297401","cleaned"
"2406133020","Dreams Inc","0000810829","cleaned"
"2676447020","Dresser-Rand Group Inc","0001316656","cleaned"
"3112909020","DuPont Fabros Technology Inc","0001407739","cleaned"
"3917881020","Duke Realty Corp","0000783280","cleaned"
"3275239020","Dun & Bradstreet Corp","0000030419","cleaned"
"3652061020","Dunkin Brands Group Inc","0001357204","cleaned"
"2682467020","Durata Therapeutics Inc","0001544116","cleaned"
"2816369020","Dyax Corp","0000907562","cleaned"
"2172957020","DynCorp International LLC","0001333142","cleaned"
"2249662020","Dynamex Inc","0001015483","cleaned"
"2595841020","Dynamics Research Corp","0000030822","cleaned"
"3516586020","E*TRADE Financial Corp","0001015780","cleaned"
"1919636020","E-Z-EM Inc","0000727008","cleaned"
"2716238020","E2open Inc","0001540400","cleaned"
"2505487020","EDAC Technologies Corp","0000772572","cleaned"
"1906080020","EDO Corp","0000031617","cleaned"
"2184111020","EF Johnson Technologies Inc","0001023516","cleaned"
"1850844020","EGL Inc","0001001718","cleaned"
"2678114020","EMC Corp","0000790070","cleaned"
"2313321020","EMS Technologies Inc","0000032198","cleaned"
"1967995020","EP MedSystems Inc","0001012394","cleaned"
"2690527020","ESB Financial Corp","0000872835","cleaned"
"1954731020","ESS Technology Inc","0000907410","cleaned"
"2613172020","EVOQ Properties Inc","0001665562","cleaned"
"3086387020","EXAR Corp","0000753568","cleaned"
"1836550020","Eagle Hospitality Properties Trust Inc","0001289169","cleaned"
"2008705020","Eagle Test Systems Inc","0001290096","cleaned"
"3032690020","EarthLink Holdings Corp","0001102541","cleaned"
"2569487020","Eastern Insurance Holdings Inc","0001321268","cleaned"
"2410630020","EasyLink Services International Corp","0000894738","cleaned"
"3645819020","Eaton Vance Corp","0000350797","cleaned"
"3262209020","Echelon Corp","0000031347","cleaned"
"2190866020","Eclipsys Corp","0001034088","cleaned"
"3076936020","Eco-Stim Energy Solutions Inc","0001135657","cleaned"
"3446654020","Ecology & Environment Inc","0000809933","cleaned"
"1983519020","Econergy International PLC","0001356087","cleaned"
"2417514020","Edgar Online Inc","0001080224","cleaned"
"2571973020","Edgen Group Inc","0001537951","cleaned"
"1796094020","Educate Inc","0001286862","cleaned"
"1740348020","Education Management Corp","0000880059","cleaned"
"3251300020","Education Realty Trust Inc","0001302343","cleaned"
"1791883020","Educational Insights Inc","0000919570","cleaned"
"2679880020","Einstein Noah Restaurant Group Inc","0000949373","cleaned"
"2965125020","Electro Rent Corp","0000032166","cleaned"
"3304333020","Electro Scientific Industries Inc","0000726514","cleaned"
"1936495020","Electronic Clearing House Inc","0000721773","cleaned"
"1976878020","Electronic Data Systems Corp","0000032232","cleaned"
"3381586020","Electronics For Imaging Inc","0000867374","cleaned"
"2972389020","Elizabeth Arden Inc","0000095052","cleaned"
"1813103020","ElkCorp","0000032017","cleaned"
"3345558020","Ellie Mae Inc","0001122388","cleaned"
"2479774020","Eloqua Inc","0001375271","cleaned"
"2052532020","Emageon Inc","0001121439","cleaned"
"1790441020","Embarcadero Technologies Inc","0001107112","cleaned"
"2017006020","Embarq Corp","0001350031","cleaned"
"2332665020","Emdeon Inc","0001444598","cleaned"
"2611837020","Emeritus Corp","0000848579","cleaned"
"2461366020","Empeiria Acquisition Corp","0001514418","cleaned"
"2919443020","Empire District Electric Co","0000032689","cleaned"
"2056919020","En Pointe Technologies Inc","0001010305","cleaned"
"3301353020","EnLink Midstream Partners LP","0001179060","cleaned"
"3699062020","Enable Midstream Partners LP","0001591763","cleaned"
"3245551020","Enbridge Energy Partners LP","0000880285","cleaned"
"2123646020","Encore Acquisition Co","0001125057","cleaned"
"2293736020","Encore Energy Partners LP","0001398664","cleaned"
"1773811020","Encore Medical Corp","0000944763","cleaned"
"1953988020","Encysive Pharmaceuticals Inc","0000887023","cleaned"
"3010886020","EndoChoice Holdings Inc","0001623919","cleaned"
"3300139020","Endocyte Inc","0001235007","cleaned"
"3655211020","Endurance International Group Holdings Inc","0001237746","cleaned"
"2278268020","Endwave Corp","0001118941","cleaned"
"3118101020","EnerNOC Inc","0001244937","cleaned"
"3277022020","Energen Corp","0000277595","cleaned"
"1881581020","Energy East Corp","0001046861","cleaned"
"3038669020","Energy Transfer Partners LP","0001012569","cleaned"
"3085989020","Energy XXI Gulf Coast Inc","0001404973","cleaned"
"2286245020","EnergyConnect Group Inc","0000944947","cleaned"
"2484535020","EnergySolutions Inc","0001393744","cleaned"
"1999390020","EnergySouth Inc","0001051286","cleaned"
"1725490020","Engelhard Corp","0000352947","cleaned"
"3285848020","Engility Holdings Inc","0001544229","cleaned"
"1976160020","Enliven Marketing Technologies Corp","0000919794","cleaned"
"3385127020","Entegra Financial Corp","0001522327","cleaned"
"2721689020","Entropic Communications Inc","0001227930","cleaned"
"2065084020","Entrust Inc","0001031283","cleaned"
"2651883020","Enventis Corp","0000766561","cleaned"
"2970487020","Envision Healthcare Holdings Inc","0001578318","cleaned"
"2466627020","EpiCept Corp","0001208261","cleaned"
"2922736020","Epiq Systems Inc","0001027207","cleaned"
"3940821020","Epizyme Inc","0001571498","cleaned"
"2484499020","Epocrates Inc","0001096738","cleaned"
"1880473020","Equity Inns Inc","0000916530","cleaned"
"1813551020","Equity Office Properties Trust","0001038339","cleaned"
"1850547020","Eschelon Telecom Inc","0001110507","cleaned"
"3286029020","Essendant Inc","0000355999","cleaned"
"3269691020","Esterline Technologies Corp","0000033619","cleaned"
"3513408020","Evans & Sutherland Computer Corp","0000276283","cleaned"
"3972380020","Evergreen Gaming Corp","0001381215","cleaned"
"1883492020","Everlast Worldwide Inc","0000934795","cleaned"
"3020919020","Everyday Health Inc","0001358483","cleaned"
"3157102020","Exa Corp","0000890264","cleaned"
"3166762020","Exactech Inc","0000913165","cleaned"
"2951832020","ExamWorks Group Inc","0001498021","cleaned"
"1994894020","Excel Technology Inc","0000873603","cleaned"
"2742159020","Excel Trust Inc","0001478950","cleaned"
"1778281020","Excelligence Learning Corp","0001130950","cleaned"
"2722605020","Exelis Inc","0001524471","cleaned"
"3221029020","Express Scripts Holding Co","0001532063","cleaned"
"2208527020","ExpressJet Holdings Inc","0001144331","cleaned"
"3865829020","Exterran Corp","0001635881","cleaned"
"3738319020","Extraction Oil & Gas Inc","0001655020","cleaned"
"3072515020","FBR & Co","0001371446","cleaned"
"3270094020","FCB Financial Holdings Inc","0001476651","cleaned"
"2087860020","FCStone Group Inc","0001297846","cleaned"
"2964120020","FEI Co","0000914329","cleaned"
"2138335020","FGX International Holdings Ltd","0001357227","cleaned"
"3682911020","FLIR Systems Inc","0000354908","cleaned"
"3189923020","FNB Bancorp","0001467933","cleaned"
"3782830020","FNBH Bancorp Inc","0000943119","cleaned"
"3307358020","FPB Financial Corp","0001081049","cleaned"
"2312232020","FPIC Insurance Group Inc","0001010247","cleaned"
"2441698020","FSI International Inc","0000841692","cleaned"
"1973808020","FTD Group Inc","0001283157","cleaned"
"3818121020","FTS International Inc","0001529463","cleaned"
"2431881020","FX Alliance Inc","0001529979","cleaned"
"2791322020","FX Energy Inc","0000907649","cleaned"
"2162802020","Facet Biotech Corp","0001441848","cleaned"
"2732707020","FairPoint Communications Inc","0001062613","cleaned"
"2811347020","Fairchild Semiconductor International Inc","0001036960","cleaned"
"2744058020","Fairmount Bancorp Inc","0001477968","cleaned"
"2648357020","Family Dollar Stores Inc","0000034408","cleaned"
"1762289020","Fargo Electronics Inc","0001098834","cleaned"
"3238351020","Farmers Capital Bank Corp","0000713095","cleaned"
"1771189020","Farnsworth Bancorp Inc","0001063568","cleaned"
"1822967020","Farrel Corp","0000034645","cleaned"
"1780073020","Featherlite Inc","0000928064","cleaned"
"3064362020","FelCor Lodging Trust Inc","0000923603","cleaned"
"1857268020","FermaVir Pharmaceuticals Inc","0001283383","cleaned"
"3738846020","Ferro Corp","0000035214","cleaned"
"2077299020","FiberNet Telecom Group Inc","0001001868","cleaned"
"3106786020","Fidelity & Guaranty Life","0001585064","cleaned"
"3322666020","Fidelity Southern Corp","0000822662","cleaned"
"1840767020","Fieldstone Investment Corp","0001271831","cleaned"
"1783783020","FileNet Corp","0000706015","cleaned"
"1943372020","Financial Industries Corp","0000035733","cleaned"
"3307823020","Finisar Corp","0001094739","cleaned"
"3592028020","Finjan Holdings Inc","0001366340","cleaned"
"1787059020","Firearms Training Systems Inc","0001021770","cleaned"
"3237632020","First American International Corp","0000865973","cleaned"
"2412646020","First California Financial Group Inc","0001370291","cleaned"
"2458237020","First Capital Bancshares Inc","0001051270","cleaned"
"3733351020","First Choice Bancorp","0001474904","cleaned"
"2955080020","First Clover Leaf Financial Corp","0001283582","cleaned"
"2202942020","First Commerce Bancorp Inc","0001376627","cleaned"
"3068612020","First Community Financial Partners Inc","0001469134","cleaned"
"3257125020","First Connecticut Bancorp Inc","0001511198","cleaned"
"1920038020","First Consulting Group Inc","0001049758","cleaned"
"3334705020","First Data Corp","0000883980","cleaned"
"1854977020","First Data Corp","0000883980","cleaned"
"2497867020","First Financial Holdings Inc","0000764038","cleaned"
"2229659020","First Franklin Corp","0000742161","cleaned"
"2454194020","First Investors Financial Services Group Inc","0000948034","cleaned"
"2941412020","First Marblehead Corp","0001262279","cleaned"
"2234371020","First Mercury Financial Corp","0000929186","cleaned"
"2805637020","First Niagara Financial Group Inc","0001051741","cleaned"
"3120594020","First Potomac Realty Trust","0001254595","cleaned"
"3205353020","First Priority Financial Corp","0001389772","cleaned"
"3247134020","First Security Inc","0001425576","cleaned"
"3177204020","First Sentry Bancshares Inc","0001451432","cleaned"
"2480326020","FirstCity Financial Corp","0000828678","cleaned"
"2907272020","FirstMerit Corp","0000354869","cleaned"
"2485836020","Fisher Communications Inc","0001034669","cleaned"
"3456719020","Fitbit Inc","0001447599","cleaned"
"3705454020","Five Prime Therapeutics Inc","0001175505","cleaned"
"3732854020","Flagstar Bancorp Inc","0001033012","cleaned"
"2036636020","Flagstar Bancorp Inc","0001033012","cleaned"
"2398215020","Flanders Corp","0000799526","cleaned"
"2396501020","Flatbush Federal Bancorp Inc","0001243496","cleaned"
"2989815020","Fleetmatics Group PLC","0001526160","cleaned"
"3812385020","Flexion Therapeutics Inc","0001419600","cleaned"
"2066641020","Florida Public Utilities Co","0000037643","cleaned"
"1841203020","Florida Rock Industries Inc","0000037651","cleaned"
"2570300020","Flow International Corp","0000713002","cleaned"
"3214881020","Fogo De Chao Inc","0001627487","cleaned"
"2590926020","Food Technology Service Inc","0000868267","cleaned"
"3210283020","Forest City Realty Trust Inc","0001647509","cleaned"
"2610322020","Forest Laboratories Inc","0000038074","cleaned"
"3111073020","Forestar Group Inc","0001406587","cleaned"
"2231490020","Fort Orange Financial Corp","0001419017","cleaned"
"2663760020","Fortegra Financial Corp","0001495925","cleaned"
"3700751020","Forterra Inc","0001678463","cleaned"
"3520429020","Forty Seven Inc","0001667633","cleaned"
"3660287020","Foundation Building Materials Inc","0001688941","cleaned"
"2072553020","Foundation Coal Holdings Inc","0001301063","cleaned"
"1997430020","Foundry Networks Inc","0001090071","cleaned"
"3119961020","Four Oaks Fincorp Inc","0001040799","cleaned"
"2252790020","Franconia Minerals Corp","0001271559","cleaned"
"2077668020","Franklin Electronic Publishers Inc","0000356841","cleaned"
"2656829020","Franklin Financial Corp","0001505823","cleaned"
"3505326020","Franklin Financial Network Inc","0001407067","cleaned"
"3482317020","Frankly Inc","0001688667","cleaned"
"2813080020","Fraternity Community Bancorp Inc","0001503063","cleaned"
"1791384020","Freescale Semiconductor Inc","0001272547","cleaned"
"2724775020","Freescale Semiconductor Ltd","0001392522","cleaned"
"2301567020","Fremont Michigan InsuraCorp Inc","0001271245","cleaned"
"2812384020","Fresh Market Inc","0001489979","cleaned"
"1846949020","Friendly Ice Cream Corp","0000039135","cleaned"
"2796678020","Fuel Systems Solutions Inc","0001340786","cleaned"
"2345035020","Fundtech Ltd","0001054836","cleaned"
"2611435020","Furiex Pharmaceuticals Inc","0001484478","cleaned"
"2646364020","Fusion-io Inc","0001383729","cleaned"
"2995355020","G&K Services Inc","0000039648","cleaned"
"3636009020","GAINSCO Inc","0000786344","cleaned"
"3841501020","GCP Applied Technologies Inc","0001644440","cleaned"
"2673260020","GFI Group Inc","0001292426","cleaned"
"1935045020","GFI Oil & Gas Corp","0001384826","cleaned"
"3175100020","GGP Inc","0001496048","cleaned"
"2183939020","GLG Partners Inc","0001365790","cleaned"
"1951729020","GMH Communities Trust","0001293200","cleaned"
"3682415020","GNB Financial Services Inc","0000797574","cleaned"
"3772728020","GP Strategies Corp","0000070415","cleaned"
"1726810020","GTECH Holdings Corp","0000857323","cleaned"
"2411874020","GTSI Corp","0000850483","cleaned"
"3915190020","GTY Technology Holdings Inc","0001682325","cleaned"
"2120598020","GVI Security Solutions Inc","0001021444","cleaned"
"3314157020","Gaming Partners International Corp","0000918580","cleaned"
"2112682020","Gander Mountain Co","0001277475","cleaned"
"3406297020","Gannett Co Inc","0001635718","cleaned"
"2462984020","Gardner Denver Inc","0000916459","cleaned"
"3593486020","Garrison Capital Inc","0001509892","cleaned"
"3015908020","Gas Natural Inc","0000043350","cleaned"
"2014594020","Gateway Financial Holdings Inc","0001156953","cleaned"
"1900446020","Gateway Inc","0000895812","cleaned"
"2758161020","Geeknet Inc","0001096199","cleaned"
"2010236020","Gehl Co","0000856386","cleaned"
"1931934020","Gemstar-TV Guide International Inc","0000923282","cleaned"
"2316627020","Gen-Probe Inc","0000820237","cleaned"
"3711299020","GenMark Diagnostics Inc","0001487371","cleaned"
"2435616020","GenOn Energy Inc","0001126294","cleaned"
"2112297020","GenTek Inc","0001077552","cleaned"
"3063531020","GenVec Inc","0000934473","cleaned"
"2023495020","Genelabs Technologies Inc","0000818821","cleaned"
"3193963020","Gener8 Maritime Inc","0001443799","cleaned"
"3185262020","General Cable Technologies Corp","0001279217","cleaned"
"3364428020","Genesee & Wyoming Inc","0001012620","cleaned"
"1830756020","Genesis HealthCare Corp","0001236736","cleaned"
"1933030020","Genesis Microchip Inc","0001053782","cleaned"
"1927336020","Genlyte Group Inc","0000833076","cleaned"
"3434769020","Genomic Health Inc","0001131324","cleaned"
"2250243020","Genoptix Inc","0001138412","cleaned"
"1897233020","Gensym Corp","0001005387","cleaned"
"2637444020","Gentiva Health Services Inc","0001096142","cleaned"
"2205321020","Genzyme Corp","0000732485","cleaned"
"2435729020","GeoEye Inc","0001040570","cleaned"
"2408837020","GeoResources Inc","0000041023","cleaned"
"2318582020","Gerber Scientific Inc","0000041133","cleaned"
"1945263020","Getty Images Inc","0001047202","cleaned"
"2055231020","Gevity HR Inc","0001035185","cleaned"
"1960653020","Gibraltar Packaging Group Inc","0000882830","cleaned"
"3069696020","GigPeak Inc","0001432150","cleaned"
"3148976020","Gigamon Inc","0001484504","cleaned"
"1788554020","Glamis Gold Ltd","0000782819","cleaned"
"1786134020","Glenborough Realty Trust Inc","0000929454","cleaned"
"2675070020","Glimcher Realty Trust","0000912898","cleaned"
"3958422020","Global Blood Therapeutics Inc","0001629137","cleaned"
"3379988020","Global Brass & Copper Holdings Inc","0001533526","cleaned"
"2286225020","Global Defense Technology & Systems Inc","0001471038","cleaned"
"1855208020","Global Imaging Systems Inc","0001050167","cleaned"
"2343868020","Global Industries Ltd","0000895663","cleaned"
"2152074020","Global Med Technologies Inc","0001009463","cleaned"
"1799771020","Global Signal Inc","0001278382","cleaned"
"2334545020","Global Traffic Network Inc","0001344907","cleaned"
"3611376020","GlobalSCAPE Inc","0001112920","cleaned"
"1890554020","GlobalSantaFe Corp","0001038914","cleaned"
"2560834020","GlobeComm Systems Inc","0001031028","cleaned"
